Order ID,Date,Product,Category,Price,Quantity,City,Payment Method
10426,2024-09-30,Fries,Side,4.5,1,Madrid,Cash
10427,2024-01-19,Salad,Main,9.5,4,Berlin,Card
10428,2024-01-20,Onion Rings,Side,5.0,1,Paris,Online
10429,2024-06-20,Pizza,Main,15.0,3,Berlin,Online
10430,2024-09-25,Cheesecake,Dessert,7.5,4,Madrid,Online
10431,2024-05-19,Ice Cream,Dessert,6.0,2,London,Cash
10432,2024-08-22,Salad,Main,9.5,3,Madrid,Card
10433,2024-05-31,Coffee,Beverage,3.0,2,Madrid,Online
10434,2024-08-06,Soda,Beverage,2.5,3,London,Cash
10435,2024-04-04,Pizza,Main,15.0,2,Berlin,Cash
10436,2024-01-04,Fries,Side,4.5,3,Berlin,Card
10437,2024-05-16,Ice Cream,Dessert,6.0,3,Paris,Online
10438,2024-05-13,Burger,Main,12.0,3,Madrid,Card
10439,2024-08-26,Pizza,Main,15.0,3,Madrid,Cash
10440,2024-12-26,Cheesecake,Dessert,7.5,3,London,Online
10441,2024-07-07,Onion Rings,Side,5.0,2,Madrid,Card
10442,2024-03-19,Ice Cream,Dessert,6.0,4,Paris,Cash
10443,2024-08-29,Cheesecake,Dessert,7.5,2,Madrid,Online
10444,2024-09-26,Pizza,Main,15.0,4,Paris,Card
10445,2024-02-01,Pizza,Main,15.0,2,Madrid,Card
10446,2024-09-23,Coffee,Beverage,3.0,4,London,Online
10447,2024-10-25,Fries,Side,4.5,4,London,Online
10448,2024-01-29,Ice Cream,Dessert,6.0,4,Madrid,Online
10449,2024-08-21,Soda,Beverage,2.5,1,Berlin,Online
10450,2024-01-12,Onion Rings,Side,5.0,4,Paris,Card
10451,2024-10-23,Fries,Side,4.5,1,London,Cash
10452,2024-12-24,Coffee,Beverage,3.0,1,London,Card
10453,2024-01-17,Ice Cream,Dessert,6.0,3,Berlin,Card
10454,2024-11-24,Salad,Main,9.5,4,Paris,Cash
10455,2024-07-12,Ice Cream,Dessert,6.0,4,London,Online
10456,2024-03-09,Cheesecake,Dessert,7.5,3,London,Card
10457,2024-07-20,Cheesecake,Dessert,7.5,2,Madrid,Card
10458,2024-06-01,Burger,Main,12.0,4,Berlin,Online
10459,2024-04-27,Soda,Beverage,2.5,2,Berlin,Cash
10460,2024-05-21,Salad,Main,9.5,2,London,Card
10461,2024-11-10,Soda,Beverage,2.5,1,Madrid,Card
10462,2024-02-21,Pizza,Main,15.0,1,Berlin,Online
10463,2024-05-05,Burger,Main,12.0,1,Berlin,Cash
10464,2024-10-03,Fries,Side,4.5,2,London,Card
10465,2024-05-28,Cheesecake,Dessert,7.5,2,Paris,Online
10466,2024-05-01,Coffee,Beverage,3.0,3,Madrid,Online
10467,2024-04-23,Cheesecake,Dessert,7.5,4,Paris,Cash
10468,2024-10-12,Burger,Main,12.0,2,Berlin,Online
10469,2024-01-25,Ice Cream,Dessert,6.0,3,Berlin,Online
10470,2024-12-22,Coffee,Beverage,3.0,4,Berlin,Card
10471,2024-07-11,Onion Rings,Side,5.0,2,Berlin,Card
10472,2024-06-02,Fries,Side,4.5,2,Berlin,Card
10473,2024-07-30,Cheesecake,Dessert,7.5,4,Madrid,Cash
10474,2024-05-10,Fries,Side,4.5,2,Paris,Online
10475,2024-08-18,Pizza,Main,15.0,3,London,Online
10476,2024-01-27,Fries,Side,4.5,3,Berlin,Online
10477,2024-02-07,Burger,Main,12.0,2,Madrid,Cash
10478,2024-06-19,Fries,Side,4.5,3,London,Card
10479,2024-03-01,Fries,Side,4.5,4,Madrid,Online
10480,2024-07-22,Fries,Side,4.5,2,Paris,Cash
10481,2024-08-26,Soda,Beverage,2.5,3,Paris,Cash
10482,2024-09-19,Coffee,Beverage,3.0,4,Berlin,Card
10483,2024-06-12,Ice Cream,Dessert,6.0,2,Paris,Cash
10484,2024-01-24,Soda,Beverage,2.5,2,Madrid,Card
10485,2024-10-10,Onion Rings,Side,5.0,4,Paris,Card
10486,2024-06-17,Fries,Side,4.5,2,Berlin,Online
10487,2024-09-12,Fries,Side,4.5,3,Paris,Cash
10488,2024-08-23,Ice Cream,Dessert,6.0,2,Paris,Card
10489,2024-10-06,Salad,Main,9.5,4,Madrid,Online
10490,2024-09-25,Burger,Main,12.0,1,London,Online
10491,2024-01-04,Burger,Main,12.0,4,Madrid,Online
10492,2024-02-04,Fries,Side,4.5,2,London,Card
10493,2024-08-21,Cheesecake,Dessert,7.5,3,London,Online
10494,2024-12-03,Ice Cream,Dessert,6.0,4,London,Card
10495,2024-10-09,Cheesecake,Dessert,7.5,4,London,Card
10496,2024-05-20,Cheesecake,Dessert,7.5,3,London,Online
10497,2024-04-01,Soda,Beverage,2.5,1,London,Online
10498,2024-05-03,Salad,Main,9.5,2,Paris,Cash
10499,2024-07-22,Onion Rings,Side,5.0,1,Paris,Cash
10500,2024-10-16,Ice Cream,Dessert,6.0,2,Madrid,Cash
10501,2024-11-30,Pizza,Main,15.0,1,London,Cash
10502,2024-07-12,Soda,Beverage,2.5,4,London,Online
10503,2024-12-25,Burger,Main,12.0,2,London,Cash
10504,2024-11-26,Soda,Beverage,2.5,3,London,Online
10505,2024-04-27,Burger,Main,12.0,2,Berlin,Cash
10506,2024-02-08,Burger,Main,12.0,3,London,Card
10507,2024-01-09,Coffee,Beverage,3.0,2,Madrid,Online
10508,2024-02-09,Soda,Beverage,2.5,3,Madrid,Online
10509,2024-10-17,Fries,Side,4.5,4,Paris,Cash
10510,2024-12-18,Salad,Main,9.5,1,Paris,Card
10511,2024-08-11,Pizza,Main,15.0,2,London,Cash
10512,2024-06-16,Soda,Beverage,2.5,1,Paris,Cash
10513,2024-04-26,Ice Cream,Dessert,6.0,3,Berlin,Cash
10514,2024-12-14,Salad,Main,9.5,4,London,Online
10515,2024-05-06,Onion Rings,Side,5.0,1,London,Cash
10516,2024-07-13,Salad,Main,9.5,2,Berlin,Cash
10517,2024-02-24,Coffee,Beverage,3.0,1,London,Cash
10518,2024-07-03,Ice Cream,Dessert,6.0,3,London,Card
10519,2024-04-05,Pizza,Main,15.0,4,Berlin,Online
10520,2024-09-19,Cheesecake,Dessert,7.5,4,London,Card
10521,2024-06-30,Pizza,Main,15.0,1,Paris,Cash
10522,2024-05-29,Burger,Main,12.0,4,Berlin,Card
10523,2024-05-04,Cheesecake,Dessert,7.5,2,Berlin,Card
10524,2024-05-17,Salad,Main,9.5,3,Paris,Cash
10525,2024-02-02,Salad,Main,9.5,2,Berlin,Cash
10526,2024-06-02,Soda,Beverage,2.5,4,London,Cash
10527,2024-05-06,Onion Rings,Side,5.0,4,Madrid,Cash
10528,2024-03-10,Pizza,Main,15.0,3,London,Cash
10529,2024-11-13,Coffee,Beverage,3.0,4,Paris,Cash
10530,2024-08-08,Coffee,Beverage,3.0,2,Paris,Cash
10531,2024-09-02,Fries,Side,4.5,3,Madrid,Cash
10532,2024-05-29,Coffee,Beverage,3.0,4,Madrid,Cash
10533,2024-05-23,Soda,Beverage,2.5,4,Paris,Card
10534,2024-10-30,Fries,Side,4.5,2,London,Online
10535,2024-12-28,Ice Cream,Dessert,6.0,2,Berlin,Cash
10536,2024-07-28,Pizza,Main,15.0,4,Madrid,Online
10537,2024-05-03,Onion Rings,Side,5.0,3,Madrid,Online
10538,2024-07-12,Soda,Beverage,2.5,1,Berlin,Online
10539,2024-10-25,Ice Cream,Dessert,6.0,4,Berlin,Online
10540,2024-07-03,Burger,Main,12.0,1,London,Card
10541,2024-03-26,Coffee,Beverage,3.0,1,Berlin,Cash
10542,2024-02-24,Soda,Beverage,2.5,1,London,Cash
10543,2024-09-18,Fries,Side,4.5,2,Berlin,Cash
10544,2024-08-25,Soda,Beverage,2.5,2,Paris,Card
10545,2024-02-23,Ice Cream,Dessert,6.0,3,Berlin,Card
10546,2024-03-13,Pizza,Main,15.0,3,Paris,Cash
10547,2024-04-15,Ice Cream,Dessert,6.0,4,Paris,Cash
10548,2024-08-12,Pizza,Main,15.0,4,Paris,Card
10549,2024-01-23,Onion Rings,Side,5.0,1,London,Cash
10550,2024-12-12,Pizza,Main,15.0,2,Madrid,Online
10551,2024-10-09,Salad,Main,9.5,2,Paris,Online
10552,2024-08-24,Soda,Beverage,2.5,2,Berlin,Online
10553,2024-04-05,Salad,Main,9.5,4,Berlin,Card
10554,2024-08-18,Fries,Side,4.5,4,Berlin,Card
10555,2024-04-15,Fries,Side,4.5,3,London,Online
10556,2024-10-01,Pizza,Main,15.0,2,Paris,Cash
10557,2024-08-22,Fries,Side,4.5,1,Paris,Online
10558,2024-09-27,Ice Cream,Dessert,6.0,3,Berlin,Online
10559,2024-10-27,Soda,Beverage,2.5,1,Paris,Cash
10560,2024-11-12,Ice Cream,Dessert,6.0,2,Paris,Online
10561,2024-12-10,Pizza,Main,15.0,2,Paris,Card
10562,2024-06-05,Fries,Side,4.5,1,Madrid,Cash
10563,2024-09-18,Salad,Main,9.5,4,Berlin,Online
10564,2024-10-21,Salad,Main,9.5,4,Berlin,Card
10565,2024-11-21,Ice Cream,Dessert,6.0,2,Madrid,Cash
10566,2024-03-12,Onion Rings,Side,5.0,2,Paris,Cash
10567,2024-07-02,Burger,Main,12.0,1,Berlin,Card
10568,2024-07-15,Fries,Side,4.5,4,Berlin,Online
10569,2024-07-31,Ice Cream,Dessert,6.0,4,Berlin,Card
10570,2024-10-16,Pizza,Main,15.0,1,Madrid,Cash
10571,2024-05-20,Burger,Main,12.0,2,Paris,Card
10572,2024-10-16,Ice Cream,Dessert,6.0,4,London,Online
10573,2024-05-17,Pizza,Main,15.0,3,London,Online
10574,2024-10-06,Ice Cream,Dessert,6.0,2,Berlin,Card
10575,2024-06-01,Fries,Side,4.5,1,Berlin,Cash
10576,2024-02-14,Coffee,Beverage,3.0,4,London,Card
10577,2024-10-28,Fries,Side,4.5,3,Berlin,Card
10578,2024-04-15,Salad,Main,9.5,2,London,Online
10579,2024-09-29,Coffee,Beverage,3.0,3,Madrid,Cash
10580,2024-05-28,Onion Rings,Side,5.0,3,London,Card
10581,2024-01-31,Soda,Beverage,2.5,3,Madrid,Online
10582,2024-05-07,Salad,Main,9.5,2,Paris,Card
10583,2024-09-07,Soda,Beverage,2.5,2,Paris,Online
10584,2024-07-11,Soda,Beverage,2.5,4,London,Online
10585,2024-07-25,Pizza,Main,15.0,3,Paris,Cash
10586,2024-06-16,Ice Cream,Dessert,6.0,1,London,Online
10587,2024-11-21,Ice Cream,Dessert,6.0,3,London,Online
10588,2024-04-21,Soda,Beverage,2.5,4,Madrid,Cash
10589,2024-06-14,Onion Rings,Side,5.0,3,Paris,Online
10590,2024-10-16,Salad,Main,9.5,4,Paris,Online
10591,2024-01-24,Burger,Main,12.0,1,Berlin,Card
10592,2024-03-21,Pizza,Main,15.0,4,Berlin,Card
10593,2024-04-13,Soda,Beverage,2.5,2,Paris,Card
10594,2024-02-17,Onion Rings,Side,5.0,3,Paris,Card
10595,2024-12-06,Coffee,Beverage,3.0,2,London,Cash
10596,2024-12-24,Onion Rings,Side,5.0,2,Berlin,Online
10597,2024-12-26,Pizza,Main,15.0,1,London,Card
10598,2024-02-09,Ice Cream,Dessert,6.0,2,Madrid,Online
10599,2024-01-05,Ice Cream,Dessert,6.0,1,Paris,Card
10600,2024-12-21,Soda,Beverage,2.5,2,Berlin,Card
10601,2024-07-15,Fries,Side,4.5,1,London,Card
10602,2024-07-07,Coffee,Beverage,3.0,3,Madrid,Cash
10603,2024-11-24,Salad,Main,9.5,2,London,Online
10604,2024-11-08,Burger,Main,12.0,2,Berlin,Cash
10605,2024-11-17,Fries,Side,4.5,2,Berlin,Online
10606,2024-04-21,Ice Cream,Dessert,6.0,1,London,Card
10607,2024-10-28,Pizza,Main,15.0,4,Paris,Cash
10608,2024-03-12,Coffee,Beverage,3.0,2,Paris,Online
10609,2024-05-07,Pizza,Main,15.0,3,London,Online
10610,2024-04-15,Onion Rings,Side,5.0,2,Berlin,Cash
10611,2024-05-02,Burger,Main,12.0,4,Berlin,Card
10612,2024-09-12,Fries,Side,4.5,1,London,Cash
10613,2024-03-08,Coffee,Beverage,3.0,4,Berlin,Cash
10614,2024-12-15,Cheesecake,Dessert,7.5,2,Berlin,Card
10615,2024-10-27,Burger,Main,12.0,1,London,Cash
10616,2024-01-21,Fries,Side,4.5,1,Berlin,Online
10617,2024-11-17,Onion Rings,Side,5.0,4,Berlin,Online
10618,2024-02-12,Soda,Beverage,2.5,2,Paris,Card
10619,2024-02-10,Onion Rings,Side,5.0,2,Madrid,Online
10620,2024-07-19,Coffee,Beverage,3.0,1,Paris,Online
10621,2024-05-02,Soda,Beverage,2.5,1,Madrid,Card
10622,2024-02-29,Soda,Beverage,2.5,4,London,Cash
10623,2024-03-02,Salad,Main,9.5,1,Madrid,Online
10624,2024-03-24,Burger,Main,12.0,4,Paris,Online
10625,2024-05-12,Cheesecake,Dessert,7.5,2,Paris,Card
10626,2024-03-01,Onion Rings,Side,5.0,1,Paris,Cash
10627,2024-09-25,Onion Rings,Side,5.0,1,Paris,Online
10628,2024-09-11,Pizza,Main,15.0,4,Paris,Card
10629,2024-10-17,Ice Cream,Dessert,6.0,2,Paris,Card
10630,2024-02-22,Onion Rings,Side,5.0,1,Madrid,Online
10631,2024-01-02,Cheesecake,Dessert,7.5,1,London,Card
10632,2024-08-29,Burger,Main,12.0,3,Berlin,Card
10633,2024-01-19,Salad,Main,9.5,4,Madrid,Cash
10634,2024-08-01,Fries,Side,4.5,3,Paris,Card
10635,2024-03-02,Coffee,Beverage,3.0,1,Madrid,Card
10636,2024-01-24,Cheesecake,Dessert,7.5,4,London,Cash
10637,2024-06-08,Onion Rings,Side,5.0,3,London,Online
10638,2024-01-05,Ice Cream,Dessert,6.0,3,Madrid,Cash
10639,2024-11-14,Onion Rings,Side,5.0,2,Berlin,Cash
10640,2024-04-10,Ice Cream,Dessert,6.0,2,Madrid,Card
10641,2024-01-13,Soda,Beverage,2.5,2,Paris,Online
10642,2024-06-20,Burger,Main,12.0,1,Berlin,Online
10643,2024-02-23,Onion Rings,Side,5.0,2,Madrid,Cash
10644,2024-01-31,Ice Cream,Dessert,6.0,2,Paris,Card
10645,2024-04-28,Burger,Main,12.0,4,Paris,Cash
10646,2024-10-24,Pizza,Main,15.0,1,Madrid,Online
10647,2024-02-08,Soda,Beverage,2.5,1,Berlin,Online
10648,2024-05-01,Salad,Main,9.5,3,Paris,Cash
10649,2024-12-24,Soda,Beverage,2.5,3,Paris,Cash
10650,2024-04-29,Onion Rings,Side,5.0,1,Madrid,Card
10651,2024-03-20,Pizza,Main,15.0,1,Madrid,Cash
10652,2024-06-09,Ice Cream,Dessert,6.0,4,London,Online
10653,2024-04-16,Coffee,Beverage,3.0,4,Paris,Cash
10654,2024-03-02,Onion Rings,Side,5.0,1,Madrid,Online
10655,2024-12-26,Onion Rings,Side,5.0,1,Madrid,Cash
10656,2024-02-16,Salad,Main,9.5,2,Paris,Cash
10657,2024-01-26,Cheesecake,Dessert,7.5,3,Paris,Card
10658,2024-07-26,Burger,Main,12.0,4,Madrid,Card
10659,2024-02-22,Ice Cream,Dessert,6.0,2,London,Card
10660,2024-04-23,Burger,Main,12.0,2,Madrid,Cash
10661,2024-12-17,Coffee,Beverage,3.0,1,Paris,Card
10662,2024-02-03,Burger,Main,12.0,2,Berlin,Card
10663,2024-06-18,Pizza,Main,15.0,1,London,Cash
10664,2024-03-27,Burger,Main,12.0,4,Berlin,Cash
10665,2024-07-14,Burger,Main,12.0,4,Madrid,Cash
10666,2024-04-05,Fries,Side,4.5,3,Paris,Cash
10667,2024-01-18,Salad,Main,9.5,2,Paris,Cash
10668,2024-10-08,Soda,Beverage,2.5,4,London,Card
10669,2024-07-15,Onion Rings,Side,5.0,2,Berlin,Card
10670,2024-05-07,Cheesecake,Dessert,7.5,1,Berlin,Online
10671,2024-09-02,Coffee,Beverage,3.0,4,Paris,Online
10672,2024-06-13,Cheesecake,Dessert,7.5,4,Paris,Card
10673,2024-06-12,Burger,Main,12.0,2,London,Cash
10674,2024-08-29,Burger,Main,12.0,3,Madrid,Card
10675,2024-05-06,Pizza,Main,15.0,2,Paris,Online
10676,2024-04-22,Burger,Main,12.0,4,Paris,Card
10677,2024-05-01,Salad,Main,9.5,3,Paris,Online
10678,2024-12-26,Burger,Main,12.0,3,Madrid,Online
10679,2024-09-09,Fries,Side,4.5,3,Madrid,Cash
10680,2024-02-16,Burger,Main,12.0,1,Madrid,Online
10681,2024-01-11,Fries,Side,4.5,4,London,Cash
10682,2024-03-07,Fries,Side,4.5,3,Madrid,Cash
10683,2024-01-12,Burger,Main,12.0,2,Madrid,Card
10684,2024-07-05,Cheesecake,Dessert,7.5,1,Paris,Online
10685,2024-10-27,Soda,Beverage,2.5,1,Paris,Cash
10686,2024-03-10,Coffee,Beverage,3.0,2,Berlin,Online
10687,2024-11-28,Ice Cream,Dessert,6.0,3,Madrid,Online
10688,2024-12-21,Cheesecake,Dessert,7.5,3,Madrid,Online
10689,2024-07-12,Salad,Main,9.5,3,Paris,Card
10690,2024-01-01,Salad,Main,9.5,4,London,Card
10691,2024-11-09,Coffee,Beverage,3.0,2,London,Cash
10692,2024-06-18,Salad,Main,9.5,1,Madrid,Cash
10693,2024-03-26,Coffee,Beverage,3.0,1,Paris,Cash
10694,2024-05-15,Burger,Main,12.0,2,Madrid,Online
10695,2024-06-28,Pizza,Main,15.0,3,London,Online
10696,2024-01-25,Burger,Main,12.0,4,Berlin,Online
10697,2024-03-26,Soda,Beverage,2.5,4,Berlin,Cash
10698,2024-10-06,Coffee,Beverage,3.0,4,London,Cash
10699,2024-03-24,Fries,Side,4.5,4,London,Card
10700,2024-01-11,Onion Rings,Side,5.0,3,Paris,Card
10701,2024-06-24,Pizza,Main,15.0,2,Berlin,Card
10702,2024-10-07,Pizza,Main,15.0,1,Paris,Online
10703,2024-12-26,Ice Cream,Dessert,6.0,1,Berlin,Online
10704,2024-11-06,Salad,Main,9.5,4,Madrid,Card
10705,2024-06-18,Pizza,Main,15.0,2,Madrid,Cash
10706,2024-10-03,Cheesecake,Dessert,7.5,3,Paris,Cash
10707,2024-02-19,Fries,Side,4.5,1,Berlin,Online
10708,2024-09-08,Cheesecake,Dessert,7.5,2,London,Cash
10709,2024-08-06,Burger,Main,12.0,1,Paris,Online
10710,2024-04-12,Ice Cream,Dessert,6.0,1,London,Card
10711,2024-11-22,Salad,Main,9.5,3,London,Cash
10712,2024-06-06,Pizza,Main,15.0,4,Berlin,Cash
10713,2024-02-16,Onion Rings,Side,5.0,4,Madrid,Cash
10714,2024-07-08,Soda,Beverage,2.5,2,Berlin,Card
10715,2024-08-13,Onion Rings,Side,5.0,4,Paris,Card
10716,2024-10-15,Onion Rings,Side,5.0,1,Madrid,Online
10717,2024-02-13,Pizza,Main,15.0,3,Berlin,Online
10718,2024-10-10,Fries,Side,4.5,1,Berlin,Online
10719,2024-10-01,Soda,Beverage,2.5,4,Madrid,Cash
10720,2024-02-10,Onion Rings,Side,5.0,4,London,Online
10721,2024-10-19,Cheesecake,Dessert,7.5,2,London,Cash
10722,2024-03-26,Salad,Main,9.5,2,Madrid,Card
10723,2024-08-04,Burger,Main,12.0,1,Berlin,Card
10724,2024-10-31,Salad,Main,9.5,3,Paris,Online
10725,2024-02-14,Pizza,Main,15.0,4,Berlin,Online
10726,2024-05-21,Coffee,Beverage,3.0,4,London,Online
10727,2024-08-02,Cheesecake,Dessert,7.5,1,Berlin,Card
10728,2024-10-17,Salad,Main,9.5,1,London,Online
10729,2024-05-26,Pizza,Main,15.0,3,Berlin,Cash
10730,2024-12-01,Soda,Beverage,2.5,4,Berlin,Card
10731,2024-05-21,Salad,Main,9.5,4,Madrid,Online
10732,2024-01-20,Soda,Beverage,2.5,4,Paris,Online
10733,2024-01-26,Fries,Side,4.5,4,Paris,Cash
10734,2024-06-21,Burger,Main,12.0,3,Paris,Cash
10735,2024-12-22,Ice Cream,Dessert,6.0,1,Madrid,Card
10736,2024-08-14,Onion Rings,Side,5.0,3,Paris,Online
10737,2024-11-05,Soda,Beverage,2.5,1,Madrid,Cash
10738,2024-07-27,Fries,Side,4.5,4,Paris,Card
10739,2024-03-22,Cheesecake,Dessert,7.5,1,Paris,Online
10740,2024-07-25,Cheesecake,Dessert,7.5,2,London,Card
10741,2024-04-12,Fries,Side,4.5,1,Madrid,Card
10742,2024-01-26,Ice Cream,Dessert,6.0,3,Madrid,Cash
10743,2024-08-25,Coffee,Beverage,3.0,4,London,Online
10744,2024-05-03,Burger,Main,12.0,3,Berlin,Online
10745,2024-03-31,Ice Cream,Dessert,6.0,4,Paris,Cash
10746,2024-05-12,Salad,Main,9.5,1,Paris,Card
10747,2024-01-26,Soda,Beverage,2.5,2,Madrid,Card
10748,2024-12-12,Fries,Side,4.5,2,Paris,Online
10749,2024-09-19,Soda,Beverage,2.5,1,London,Cash
10750,2024-11-27,Salad,Main,9.5,2,London,Card
10751,2024-11-07,Onion Rings,Side,5.0,3,Paris,Cash
10752,2024-06-27,Soda,Beverage,2.5,4,Paris,Card
10753,2024-06-03,Ice Cream,Dessert,6.0,4,London,Card
10754,2024-12-05,Cheesecake,Dessert,7.5,3,Paris,Cash
10755,2024-09-03,Pizza,Main,15.0,1,Paris,Cash
10756,2024-05-21,Coffee,Beverage,3.0,3,Paris,Card
10757,2024-09-21,Salad,Main,9.5,2,London,Online
10758,2024-12-04,Soda,Beverage,2.5,3,Madrid,Online
10759,2024-12-01,Burger,Main,12.0,4,Paris,Cash
10760,2024-07-26,Soda,Beverage,2.5,4,London,Online
10761,2024-06-24,Fries,Side,4.5,2,Berlin,Online
10762,2024-09-16,Coffee,Beverage,3.0,3,Madrid,Online
10763,2024-04-02,Cheesecake,Dessert,7.5,3,London,Cash
10764,2024-05-12,Salad,Main,9.5,2,Paris,Online
10765,2024-04-23,Pizza,Main,15.0,3,Madrid,Online
10766,2024-08-03,Onion Rings,Side,5.0,3,Paris,Cash
10767,2024-08-25,Onion Rings,Side,5.0,1,Berlin,Card
10768,2024-08-29,Pizza,Main,15.0,2,London,Online
10769,2024-09-28,Soda,Beverage,2.5,3,Berlin,Card
10770,2024-03-11,Salad,Main,9.5,2,Paris,Cash
10771,2024-03-14,Ice Cream,Dessert,6.0,3,Madrid,Card
10772,2024-06-19,Ice Cream,Dessert,6.0,2,Paris,Online
10773,2024-01-03,Burger,Main,12.0,4,Paris,Card
10774,2024-10-22,Salad,Main,9.5,2,Berlin,Card
10775,2024-11-10,Salad,Main,9.5,4,Berlin,Cash
10776,2024-09-01,Soda,Beverage,2.5,4,London,Card
10777,2024-04-12,Cheesecake,Dessert,7.5,3,London,Cash
10778,2024-04-07,Cheesecake,Dessert,7.5,1,London,Online
10779,2024-04-25,Fries,Side,4.5,3,Paris,Card
10780,2024-07-15,Pizza,Main,15.0,3,Madrid,Card
10781,2024-06-01,Burger,Main,12.0,3,Berlin,Online
10782,2024-11-01,Cheesecake,Dessert,7.5,3,Berlin,Online
10783,2024-06-24,Salad,Main,9.5,4,Paris,Card
10784,2024-07-25,Salad,Main,9.5,1,Madrid,Card
10785,2024-04-18,Salad,Main,9.5,1,Madrid,Card
10786,2024-12-30,Coffee,Beverage,3.0,1,Berlin,Online
10787,2024-09-30,Onion Rings,Side,5.0,1,London,Online
10788,2024-11-30,Pizza,Main,15.0,1,London,Online
10789,2024-08-01,Pizza,Main,15.0,4,Berlin,Card
10790,2024-05-09,Cheesecake,Dessert,7.5,4,Madrid,Card
10791,2024-06-03,Burger,Main,12.0,4,London,Online
10792,2024-05-18,Cheesecake,Dessert,7.5,2,Berlin,Card
10793,2024-11-12,Cheesecake,Dessert,7.5,1,Paris,Card
10794,2024-09-11,Pizza,Main,15.0,2,Madrid,Cash
10795,2024-04-13,Cheesecake,Dessert,7.5,3,Berlin,Cash
10796,2024-01-21,Salad,Main,9.5,4,Madrid,Online
10797,2024-06-18,Ice Cream,Dessert,6.0,2,London,Card
10798,2024-02-26,Pizza,Main,15.0,4,Madrid,Card
10799,2024-02-08,Cheesecake,Dessert,7.5,1,Paris,Online
